controller,family,seed,condition,scenario,IAE,ISE,SSE,ControlEnergy,SaturationFraction
Residual SAC-LQR,RL hybrid,6.0,j_plus_50,ramp,0.5997255280441852,0.7596308301257275,1.6036436700977674,138.71975008843754,0.0
Residual SAC-LQR,RL hybrid,6.0,j_plus_50,sine,20.75326552138084,1666.1003412220743,1.715365720578987,207.27906102300912,0.6147704590818364
Residual SAC-LQR,RL hybrid,6.0,friction,step_nominal,12.5860491010005,829.0426169644675,0.1882434779580961,145.31507898699314,0.4850299401197604
Residual SAC-LQR,RL hybrid,6.0,friction,step_load_disturbance,12.655510752481472,829.696808282324,0.5301624844126707,152.38425277367045,0.4930139720558882
Residual SAC-LQR,RL hybrid,6.0,friction,ramp,0.293450240492029,0.2026400927108329,0.9278454856898009,73.34084817530166,0.0
Residual SAC-LQR,RL hybrid,6.0,friction,sine,15.875720147713016,1196.1446155035603,0.9977072930879132,163.77800111785956,0.4930139720558882
Residual SAC-LQR,RL hybrid,6.0,saturation,step_nominal,26.940787110977677,1805.0384239789296,7.922247162385119,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,6.0,saturation,step_load_disturbance,28.517745020124764,1898.9442789255693,18.426330494000013,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,6.0,saturation,ramp,2.5730612211958865,16.039187148487308,9.233738462342032,268.4729172797674,0.8343313373253493
Residual SAC-LQR,RL hybrid,6.0,saturation,sine,26.94078711097768,2198.194417903253,7.922247162375385,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,6.0,combined_stress,step_nominal,29.81582340925516,2045.102257016664,19.95497979276737,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,6.0,combined_stress,step_load_disturbance,31.379524632413023,2167.610659306989,30.325407092927847,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,6.0,combined_stress,ramp,5.352626486882826,74.04156183873718,21.02778611563548,277.735120663838,0.9181636726546906
Residual SAC-LQR,RL hybrid,6.0,combined_stress,sine,29.815823409255163,2399.969373961576,19.95497979275764,287.7119999999777,0.998003992015968
Residual SAC-LQR,RL hybrid,7.0,nominal,step_nominal,12.369914036818582,811.421757709776,0.9051066852411652,142.1499737557389,0.4750499001996008
Residual SAC-LQR,RL hybrid,7.0,nominal,step_load_disturbance,12.33119674115011,811.7902220398396,0.6204511362433607,148.1954468910314,0.4830339321357285
Residual SAC-LQR,RL hybrid,7.0,nominal,ramp,0.2985318831490918,0.2253775289941449,0.405757870903912,69.01892369437978,0.0
Residual SAC-LQR,RL hybrid,7.0,nominal,sine,15.67701211692034,1171.6930540487217,0.8572189942492372,160.56497231695363,0.4850299401197604
Residual SAC-LQR,RL hybrid,7.0,ra_plus_50,step_nominal,16.926615374133593,1108.8170673868583,0.9134254990765528,198.45107138767756,0.6706586826347305
Residual SAC-LQR,RL hybrid,7.0,ra_plus_50,step_load_disturbance,17.260675049645823,1119.436839336854,0.5105762238478917,213.1387252092585,0.7085828343313373
Residual SAC-LQR,RL hybrid,7.0,ra_plus_50,ramp,0.6404302272159057,0.8797598642036143,1.0569356928186124,140.97301560235698,0.0
Residual SAC-LQR,RL hybrid,7.0,ra_plus_50,sine,19.681010630314734,1545.9173647055534,1.625854273774209,201.1322094833375,0.5988023952095808
Residual SAC-LQR,RL hybrid,7.0,j_plus_50,step_nominal,18.38202335355344,1216.199329825385,0.9166637907990208,211.79575102102928,0.716566866267465
Residual SAC-LQR,RL hybrid,7.0,j_plus_50,step_load_disturbance,18.693658613748013,1226.8271135601854,0.6430252492982191,222.4364312286012,0.7465069860279441
Residual SAC-LQR,RL hybrid,7.0,j_plus_50,ramp,0.5737622444183411,0.6793196801417877,1.0286994546884074,140.89946526191184,0.0
Residual SAC-LQR,RL hybrid,7.0,j_plus_50,sine,20.80909089635376,1666.225000601766,1.5755622926122896,207.41467075865305,0.6147704590818364
Residual SAC-LQR,RL hybrid,7.0,friction,step_nominal,12.62269432543377,829.0868456790214,0.8513546012183184,145.93670983859164,0.4870259481037924
Residual SAC-LQR,RL hybrid,7.0,friction,step_load_disturbance,12.59341211096624,829.636575055867,0.565943827950349,152.609900948242,0.4950099800399201
Residual SAC-LQR,RL hybrid,7.0,friction,ramp,0.3190131089816003,0.2466497902486045,0.4555897305744167,74.3242507581844,0.0
Residual SAC-LQR,RL hybrid,7.0,friction,sine,15.931462792098673,1196.2608716475677,0.9124510603891594,162.74122493551,0.4910179640718562
Residual SAC-LQR,RL hybrid,7.0,saturation,step_nominal,26.940787110977677,1805.0384239789296,7.922247162385119,287.7119999999777,0.998003992015968
